author_name,file_name
Shinya Maeda,app/models/badge.rb
Shinya Maeda,app/models/ci/runner.rb
Shinya Maeda,app/models/ci/runner_namespace.rb
Shinya Maeda,app/models/ci/runner_project.rb
Shinya Maeda,app/models/clusters/applications/jupyter.rb
Shinya Maeda,app/models/clusters/applications/runner.rb
Shinya Maeda,app/models/clusters/cluster.rb
Shinya Maeda,app/models/clusters/platforms/kubernetes.rb
Shinya Maeda,app/models/clusters/providers/gcp.rb
Shinya Maeda,app/models/concerns/cacheable_attributes.rb
Shinya Maeda,app/models/concerns/has_variable.rb
Shinya Maeda,app/models/concerns/reactive_caching.rb
Shinya Maeda,app/models/concerns/time_trackable.rb
Shinya Maeda,app/models/environment.rb
Shinya Maeda,app/models/generic_commit_status.rb
Shinya Maeda,app/models/hooks/system_hook.rb
Shinya Maeda,app/models/hooks/web_hook.rb
Shinya Maeda,app/models/namespace.rb
Shinya Maeda,app/models/pages_domain.rb
Shinya Maeda,app/models/project.rb
Shinya Maeda,app/models/project_import_data.rb
Shinya Maeda,app/models/project_services/bamboo_service.rb
Shinya Maeda,app/models/project_services/bugzilla_service.rb
Shinya Maeda,app/models/project_services/buildkite_service.rb
Shinya Maeda,app/models/project_services/chat_notification_service.rb
Shinya Maeda,app/models/project_services/custom_issue_tracker_service.rb
Shinya Maeda,app/models/project_services/drone_ci_service.rb
Shinya Maeda,app/models/project_services/external_wiki_service.rb
Shinya Maeda,app/models/project_services/gitlab_issue_tracker_service.rb
Shinya Maeda,app/models/project_services/jira_service.rb
Shinya Maeda,app/models/project_services/kubernetes_service.rb
Shinya Maeda,app/models/project_services/mock_ci_service.rb
Shinya Maeda,app/models/project_services/prometheus_service.rb
Shinya Maeda,app/models/project_services/redmine_service.rb
Shinya Maeda,app/models/project_services/teamcity_service.rb
Shinya Maeda,app/models/remote_mirror.rb
Shinya Maeda,app/models/timelog.rb
Shinya Maeda,app/serializers/cluster_application_entity.rb
Shinya Maeda,app/services/ci/register_job_service.rb
Shinya Maeda,app/services/clusters/applications/install_service.rb
Shinya Maeda,app/services/issuable_base_service.rb
Shinya Maeda,app/services/projects/import_service.rb
Shinya Maeda,app/services/projects/participants_service.rb
Shinya Maeda,app/validators/addressable_url_validator.rb
Shinya Maeda,app/validators/importable_url_validator.rb
Shinya Maeda,app/validators/public_url_validator.rb
Shinya Maeda,app/validators/url_placeholder_validator.rb
Shinya Maeda,app/validators/url_validator.rb
Shinya Maeda,app/views/admin/labels/_form.html.haml
Shinya Maeda,app/views/admin/logs/show.html.haml
Shinya Maeda,app/views/help/_shortcuts.html.haml
Shinya Maeda,app/views/ide/index.html.haml
Shinya Maeda,app/views/notify/merge_request_unmergeable_email.html.haml
Shinya Maeda,app/views/notify/merge_request_unmergeable_email.text.haml
Shinya Maeda,app/views/profiles/preferences/show.html.haml
Shinya Maeda,app/views/profiles/show.html.haml
Shinya Maeda,app/views/projects/_bitbucket_import_modal.html.haml
Shinya Maeda,app/views/projects/_gitlab_import_modal.html.haml
Shinya Maeda,app/views/projects/_issuable_by_email.html.haml
Shinya Maeda,app/views/projects/blob/_new_dir.html.haml
Shinya Maeda,app/views/projects/blob/_remove.html.haml
Shinya Maeda,app/views/projects/blob/_upload.html.haml
Shinya Maeda,app/views/projects/branches/_delete_protected_modal.html.haml
Shinya Maeda,app/views/projects/clusters/show.html.haml
Shinya Maeda,app/views/projects/commit/_change.html.haml
Shinya Maeda,app/views/projects/deploy_tokens/_revoke_modal.html.haml
Shinya Maeda,app/views/projects/merge_requests/_how_to_merge.html.haml
Shinya Maeda,app/views/projects/wikis/_new.html.haml
Shinya Maeda,app/views/shared/_confirm_modal.html.haml
Shinya Maeda,app/views/shared/_delete_label_modal.html.haml
Shinya Maeda,app/views/shared/issuable/_form.html.haml
Shinya Maeda,app/views/shared/issuable/_sidebar.html.haml
Shinya Maeda,app/views/shared/issuable/form/_merge_params.html.haml
Shinya Maeda,app/views/shared/labels/_form.html.haml
Shinya Maeda,app/views/shared/notifications/_custom_notifications.html.haml
Shinya Maeda,changelogs/unreleased/46019-add-missing-migration.yml
Shinya Maeda,changelogs/unreleased/46478-update-updated-at-on-mr.yml
Shinya Maeda,changelogs/unreleased/46487-add-support-for-jupyter-in-gitlab-via-kubernetes.yml
Shinya Maeda,changelogs/unreleased/47046-use-sortable-from-npm.yml
Shinya Maeda,changelogs/unreleased/47113-modal-header-styling-is-broken.yml
Shinya Maeda,changelogs/unreleased/add-moneky-patch-for-using-stream-upload-with-carrierwave.yml
Shinya Maeda,changelogs/unreleased/fix-http-proxy.yml
Shinya Maeda,changelogs/unreleased/fj-45059-add-validation-to-webhook.yml
Shinya Maeda,changelogs/unreleased/new-label-spelling-error.yml
Shinya Maeda,changelogs/unreleased/reactive-caching-alive-bug.yml
