Issue Type,Issue key,Status,Created,Priority,Resolved,Bug age,,,,,,,,,,
Bug,PUP-5499,Closed,11/12/2015,Normal,5/15/2017,550,,,,,,,,,,
Bug,PUP-5495,Closed,11/11/2015,Normal,5/15/2017,551,,,,,,,,,,
Bug,PUP-5494,Closed,11/11/2015,Normal,2/12/2018,824,,,,,,,,,,
Bug,PUP-5486,Closed,11/9/2015,Normal,11/9/2015,0,,,,,,,,,,
Bug,PUP-5485,Closed,11/9/2015,Normal,2/1/2016,84,,,,,,,,,,
Bug,PUP-5483,Closed,11/9/2015,Normal,11/11/2015,2,,,,,,,,,,
Bug,PUP-5481,Closed,11/9/2015,Normal,5/17/2017,555,,,,,,,,,,
Bug,PUP-5479,Closed,11/5/2015,Normal,5/31/2017,573,,,,,,,,,,
Bug,PUP-5478,Closed,11/5/2015,Normal,11/9/2015,4,,,,,,,,,,
Bug,PUP-5473,Closed,11/4/2015,Normal,11/5/2015,1,,,,,,,,,,
Bug,PUP-5471,Closed,11/4/2015,Normal,5/15/2017,558,,,,,,,,,,
Bug,PUP-5469,Closed,11/3/2015,Normal,5/15/2017,559,,,,,,,,,,
Bug,PUP-5467,Closed,11/2/2015,Normal,11/3/2015,1,,,,,,,,,,
Bug,PUP-5465,Closed,11/2/2015,Normal,1/12/2016,71,,,,,,,,,,
Bug,PUP-5463,Closed,11/2/2015,Normal,7/27/2016,268,,,,,,,,,,
Bug,PUP-5462,Closed,11/1/2015,Normal,2/9/2016,100,,,,,,,,,,
Bug,PUP-5461,Closed,10/30/2015,Normal,1/6/2016,68,,,,,,,,,,
Bug,PUP-5460,Closed,10/30/2015,Normal,5/15/2017,563,,,,,,,,,,
Bug,PUP-5453,Closed,10/29/2015,Normal,11/2/2015,4,,,,,,,,,,
Bug,PUP-5451,Closed,10/28/2015,Normal,5/15/2017,565,,,,,,,,,,
Bug,PUP-5452,Closed,10/28/2015,Normal,11/12/2015,15,,,,,,,,,,
Bug,PUP-5447,Closed,10/28/2015,Normal,10/31/2016,369,,,,,,,,,,
Bug,PUP-5444,Closed,10/28/2015,Normal,12/4/2015,37,,,,,,,,,,
Bug,PUP-5443,Closed,10/28/2015,Normal,1/7/2016,71,,,,,,,,,,
Bug,PUP-5439,Closed,10/27/2015,Normal,5/15/2017,566,,,,,,,,,,
Bug,PUP-5438,Closed,10/27/2015,Normal,5/15/2017,566,,,,,,,,,,
Bug,PUP-5433,Closed,10/27/2015,Normal,11/1/2015,5,,,,,,,,,,
Bug,PUP-5432,Closed,10/27/2015,Normal,11/3/2015,7,,,,,,,,,,
Bug,PUP-5430,Closed,10/26/2015,Normal,5/15/2017,567,,,,,,,,,,
Bug,PUP-5428,Closed,10/24/2015,Normal,12/15/2015,52,,,,,,,,,,
Bug,PUP-5426,Closed,10/23/2015,Normal,1/29/2018,829,,,,,,,,,,
Bug,PUP-5422,Closed,10/23/2015,Normal,11/10/2015,18,,,,,,,,,,
Bug,PUP-5406,Closed,10/22/2015,Normal,7/19/2016,271,,,,,,,,,,
Bug,PUP-5405,Closed,10/22/2015,Normal,5/15/2017,571,,,,,,,,,,
Bug,PUP-5403,Closed,10/21/2015,Normal,10/22/2015,1,,,,,,,,,,
Bug,PUP-5401,Closed,10/20/2015,Normal,2/1/2016,104,,,,,,,,,,
Bug,PUP-5399,Closed,10/20/2015,Normal,5/15/2017,573,,,,,,,,,,
Bug,PUP-5392,Closed,10/19/2015,Normal,1/18/2018,822,,,,,,,,,,
Bug,PUP-5391,Closed,10/17/2015,Normal,10/23/2015,6,,,,,,,,,,
Bug,PUP-5388,Closed,10/15/2015,Normal,5/15/2017,578,,,,,,,,,,
Bug,PUP-5387,Closed,10/15/2015,Normal,11/9/2015,25,,,,,,,,,,
Bug,PUP-5384,Closed,10/15/2015,Normal,10/15/2015,0,,,,,,,,,,
Bug,PUP-5383,Closed,10/14/2015,Normal,10/30/2015,16,,,,,,,,,,
Bug,PUP-5382,Closed,10/14/2015,Normal,10/23/2015,9,,,,,,,,,,
Bug,PUP-5381,Closed,10/14/2015,Normal,10/23/2015,9,,,,,,,,,,
Bug,PUP-5379,Closed,10/14/2015,Normal,5/15/2017,579,,,,,,,,,,
Bug,PUP-5361,Closed,10/13/2015,Normal,5/15/2017,580,,,,,,,,,,
Bug,PUP-5358,Closed,10/13/2015,Normal,1/13/2016,92,,,,,,,,,,
Bug,PUP-5380,Closed,10/13/2015,Normal,10/22/2015,9,,,,,,,,,,
Bug,PUP-5354,Closed,10/12/2015,Normal,5/15/2017,581,,,,,,,,,,
Bug,PUP-5353,Closed,10/12/2015,Normal,4/18/2016,189,,,,,,,,,,
Bug,PUP-5350,Closed,10/9/2015,Normal,10/21/2015,12,,,,,,,,,,
Bug,PUP-5349,Closed,10/9/2015,Normal,5/15/2017,584,,,,,,,,,,
Bug,PUP-5345,Closed,10/8/2015,Normal,10/9/2015,1,,,,,,,,,,
Bug,PUP-5344,Closed,10/8/2015,Normal,5/15/2017,585,,,,,,,,,,
Bug,PUP-5356,Closed,10/8/2015,Normal,1/27/2016,111,,,,,,,,,,
Bug,PUP-5341,Closed,10/7/2015,Normal,3/9/2016,154,,,,,,,,,,
Bug,PUP-5340,Closed,10/7/2015,Normal,10/23/2015,16,,,,,,,,,,
Bug,PUP-5339,Closed,10/7/2015,Normal,11/1/2015,25,,,,,,,,,,
Bug,PUP-5317,Closed,10/5/2015,Normal,10/6/2015,1,,,,,,,,,,
Bug,PUP-5316,Closed,10/5/2015,Normal,10/13/2015,8,,,,,,,,,,
Bug,PUP-5315,Closed,10/5/2015,Normal,10/17/2015,12,,,,,,,,,,
Bug,PUP-5314,Closed,10/5/2015,Normal,10/17/2015,12,,,,,,,,,,
Bug,PUP-5313,Closed,10/5/2015,Normal,10/16/2015,11,,,,,,,,,,
Bug,PUP-5312,Closed,10/5/2015,Normal,10/16/2015,11,,,,,,,,,,
Bug,PUP-5311,Closed,10/5/2015,Normal,10/23/2015,18,,,,,,,,,,
Bug,PUP-5310,Closed,10/5/2015,Normal,10/16/2015,11,,,,,,,,,,
Bug,PUP-5309,Closed,10/5/2015,Normal,11/4/2015,30,,,,,,,,,,
Bug,PUP-5318,Closed,9/30/2015,Normal,5/15/2017,593,,,,,,,,,,
Bug,PUP-5297,Closed,9/30/2015,Normal,9/26/2016,362,,,,,,,,,,
Bug,PUP-5296,Closed,9/30/2015,Normal,4/20/2016,203,,,,,,,,,,
Bug,PUP-5295,Closed,9/30/2015,Normal,10/5/2015,5,,,,,,,,,,
Bug,PUP-5292,Closed,9/29/2015,Normal,10/21/2015,22,,,,,,,,,,
Bug,PUP-5291,Closed,9/29/2015,Normal,2/10/2016,134,,,,,,,,,,
Bug,PUP-5290,Closed,9/29/2015,Normal,10/9/2015,10,,,,,,,,,,
Bug,PUP-5289,Closed,9/29/2015,Normal,3/9/2016,162,,,,,,,,,,
Bug,PUP-5283,Closed,9/25/2015,Normal,5/15/2017,598,,,,,,,,,,
Bug,PUP-5282,Closed,9/25/2015,Normal,10/1/2015,6,,,,,,,,,,
Bug,PUP-5280,Closed,9/24/2015,Normal,5/15/2017,599,,,,,,,,,,
Bug,PUP-5279,Closed,9/24/2015,Normal,5/15/2017,599,,,,,,,,,,
Bug,PUP-5278,Closed,9/24/2015,Normal,11/4/2015,41,,,,,,,,,,
Bug,PUP-5277,Closed,9/23/2015,Normal,9/24/2015,1,,,,,,,,,,
Bug,PUP-5274,Closed,9/22/2015,Normal,10/9/2015,17,,,,,,,,,,
Bug,PUP-5272,Closed,9/22/2015,Normal,9/30/2015,8,,,,,,,,,,
Bug,PUP-5271,Closed,9/21/2015,Normal,10/26/2015,35,,,,,,,,,,
Bug,PUP-5268,Closed,9/21/2015,Normal,5/15/2017,602,,,,,,,,,,
Bug,PUP-5262,Closed,9/16/2015,Normal,11/10/2015,55,,,,,,,,,,
Bug,PUP-5258,Closed,9/16/2015,Normal,9/23/2015,7,,,,,,,,,,
Bug,PUP-5257,Closed,9/16/2015,Normal,9/23/2015,7,,,,,,,,,,
Bug,PUP-5234,Closed,9/14/2015,Normal,5/15/2017,609,,,,,,,,,,
Bug,PUP-5230,Closed,9/11/2015,Normal,9/11/2015,0,,,,,,,,,,
Bug,PUP-5229,Closed,9/11/2015,Normal,9/11/2015,0,,,,,,,,,,
Bug,PUP-5228,Closed,9/11/2015,Normal,9/30/2015,19,,,,,,,,,,
Bug,PUP-5227,Closed,9/11/2015,Normal,9/17/2015,6,,,,,,,,,,
Bug,PUP-5226,Closed,9/11/2015,Normal,5/15/2017,612,,,,,,,,,,
Bug,PUP-5224,Closed,9/11/2015,Normal,5/15/2017,612,,,,,,,,,,
Bug,PUP-5212,Closed,9/9/2015,Normal,1/15/2016,128,,,,,,,,,,
Bug,PUP-5214,Closed,9/8/2015,Normal,9/16/2015,8,,,,,,,,,,
Bug,PUP-5209,Closed,9/7/2015,Normal,1/14/2016,129,,,,,,,,,,
Bug,PUP-5207,Closed,9/7/2015,Normal,5/15/2017,616,,,,,,,,,,
Bug,PUP-5206,Closed,9/7/2015,Normal,1/2/2018,848,,,,,,,,,,
Bug,PUP-5203,Closed,9/4/2015,Normal,9/7/2015,3,,,,,,,,,,
Bug,PUP-5202,Closed,9/4/2015,Normal,10/1/2015,27,,,,,,,,,,
Bug,PUP-5197,Closed,9/3/2015,Normal,9/9/2015,6,,,,,,,,,,
Bug,PUP-5192,Closed,9/3/2015,Normal,9/18/2015,15,,,,,,,,,,
Bug,PUP-5191,Closed,9/2/2015,Normal,9/9/2015,7,,,,,,,,,,
Bug,PUP-5151,Closed,9/1/2015,Normal,10/27/2015,56,,,,,,,,,,
Bug,PUP-5132,Closed,9/1/2015,Normal,5/15/2017,622,,,,,,,,,,
Bug,PUP-5124,Closed,8/31/2015,Normal,5/15/2017,623,,,,,,,,,,
Bug,PUP-5103,Closed,8/28/2015,Normal,9/11/2015,14,,,,,,,,,,
Bug,PUP-5090,Closed,8/25/2015,Normal,11/11/2015,78,,,,,,,,,,
Bug,PUP-5067,Closed,8/24/2015,Normal,5/15/2017,630,,,,,,,,,,
Bug,PUP-5063,Closed,8/21/2015,Normal,12/15/2015,116,,,,,,,,,,
Bug,PUP-5062,Closed,8/21/2015,Normal,8/26/2015,5,,,,,,,,,,
Bug,PUP-5058,Closed,8/20/2015,Normal,10/27/2015,68,,,,,,,,,,
Bug,PUP-5055,Closed,8/20/2015,Normal,8/31/2015,11,,,,,,,,,,
Bug,PUP-5054,Closed,8/20/2015,Normal,5/15/2017,634,,,,,,,,,,
Bug,PUP-5053,Closed,8/19/2015,Normal,8/21/2015,2,,,,,,,,,,
Bug,PUP-5048,Closed,8/18/2015,Normal,5/15/2017,636,,,,,,,,,,
Bug,PUP-5047,Closed,8/17/2015,Normal,8/17/2017,731,,,,,,,,,,
Bug,PUP-5046,Closed,8/17/2015,Normal,8/18/2015,1,,,,,,,,,,
Bug,PUP-5042,Closed,8/17/2015,Normal,8/17/2015,0,,,,,,,,,,
Bug,PUP-5049,Closed,8/14/2015,Normal,5/15/2017,640,,,,,,,,,,
Bug,PUP-5039,Closed,8/14/2015,Normal,5/15/2017,640,,,,,,,,,,
Bug,PUP-5035,Closed,8/13/2015,Normal,11/4/2015,83,,,,,,,,,,
Bug,PUP-5032,Closed,8/12/2015,Normal,9/30/2015,49,,,,,,,,,,
Bug,PUP-5028,Closed,8/12/2015,Normal,5/15/2017,642,,,,,,,,,,
Bug,PUP-5026,Closed,8/12/2015,Normal,9/18/2015,37,,,,,,,,,,
Bug,PUP-5025,Closed,8/11/2015,Normal,5/12/2016,275,,,,,,,,,,
Bug,PUP-5021,Closed,8/10/2015,Normal,5/15/2017,644,,,,,,,,,,
Bug,PUP-5018,Closed,8/10/2015,Normal,8/14/2015,4,,,,,,,,,,
Bug,PUP-5017,Closed,8/10/2015,Normal,8/10/2015,0,,,,,,,,,,
Bug,PUP-5016,Closed,8/10/2015,Normal,10/9/2015,60,,,,,,,,,,
Bug,PUP-5015,Closed,8/10/2015,Normal,12/16/2015,128,,,,,,,,,,
Bug,PUP-5014,Closed,8/10/2015,Normal,8/14/2015,4,,,,,,,,,,
Bug,PUP-5010,Closed,8/6/2015,Normal,9/8/2015,33,,,,,,,,,,
Bug,PUP-5009,Closed,8/6/2015,Normal,10/13/2015,68,,,,,,,,,,
Bug,PUP-5003,Closed,8/5/2015,Normal,10/16/2015,72,,,,,,,,,,
Bug,PUP-4998,Closed,8/4/2015,Normal,5/15/2017,650,,,,,,,,,,
Bug,PUP-4997,Closed,8/4/2015,Normal,12/22/2015,140,,,,,,,,,,
Bug,PUP-4995,Closed,8/4/2015,Normal,5/17/2017,652,,,,,,,,,,
Bug,PUP-4976,Closed,8/3/2015,Normal,5/15/2017,651,,,,,,,,,,
Bug,PUP-4975,Closed,8/2/2015,Normal,5/25/2018,1027,,,,,,,,,,
Bug,PUP-4974,Closed,8/1/2015,Normal,5/15/2017,653,,,,,,,,,,
Bug,PUP-4973,Closed,8/1/2015,Normal,5/15/2017,653,,,,,,,,,,
Bug,PUP-4969,Closed,7/31/2015,Normal,5/17/2017,656,,,,,,,,,,
Bug,PUP-4963,Closed,7/30/2015,Normal,1/29/2018,914,,,,,,,,,,
Bug,PUP-4962,Closed,7/30/2015,Normal,7/17/2017,718,,,,,,,,,,
Bug,PUP-4961,Closed,7/30/2015,Normal,7/30/2015,0,,,,,,,,,,
Bug,PUP-4960,Closed,7/30/2015,Normal,9/29/2015,61,,,,,,,,,,
Bug,PUP-4955,Closed,7/29/2015,Normal,4/20/2016,266,,,,,,,,,,
Bug,PUP-4952,Closed,7/29/2015,Normal,8/17/2015,19,,,,,,,,,,
Bug,PUP-4951,Closed,7/29/2015,Normal,6/19/2017,691,,,,,,,,,,
Bug,PUP-4948,Closed,7/28/2015,Normal,5/15/2017,657,,,,,,,,,,
Bug,PUP-4939,Closed,7/28/2015,Normal,7/30/2015,2,,,,,,,,,,
Bug,PUP-4937,Closed,7/27/2015,Normal,3/13/2018,960,,,,,,,,,,
Bug,PUP-4934,Closed,7/27/2015,Normal,5/16/2017,659,,,,,,,,,,
Bug,PUP-4929,Closed,7/27/2015,Normal,2/23/2016,211,,,,,,,,,,
Bug,PUP-4926,Closed,7/27/2015,Normal,7/30/2015,3,,,,,,,,,,
Bug,PUP-4922,Closed,7/24/2015,Normal,11/1/2017,831,,,,,,,,,,
Bug,PUP-4920,Closed,7/23/2015,Normal,5/15/2017,662,,,,,,,,,,
Bug,PUP-4919,Closed,7/23/2015,Normal,8/26/2015,34,,,,,,,,,,
Bug,PUP-4918,Closed,7/23/2015,Normal,8/27/2015,35,,,,,,,,,,
Bug,PUP-4917,Closed,7/23/2015,Normal,11/4/2015,104,,,,,,,,,,
Bug,PUP-4913,Closed,7/21/2015,Normal,5/15/2017,664,,,,,,,,,,
Bug,PUP-4911,Closed,7/21/2015,Normal,2/14/2016,208,,,,,,,,,,
Bug,PUP-4909,Closed,7/21/2015,Normal,7/21/2015,0,,,,,,,,,,
Bug,PUP-4904,Closed,7/20/2015,Normal,6/9/2016,325,,,,,,,,,,
Bug,PUP-4902,Closed,7/20/2015,Normal,1/26/2016,190,,,,,,,,,,
Bug,PUP-4896,Closed,7/17/2015,Normal,5/15/2017,668,,,,,,,,,,
Bug,PUP-4865,Closed,7/14/2015,Normal,8/4/2015,21,,,,,,,,,,
Bug,PUP-4860,Closed,7/14/2015,Normal,5/15/2017,671,,,,,,,,,,
Bug,PUP-4856,Closed,7/13/2015,Normal,5/18/2016,310,,,,,,,,,,
Bug,PUP-4855,Closed,7/13/2015,Normal,7/22/2015,9,,,,,,,,,,
Bug,PUP-4853,Closed,7/13/2015,Normal,5/16/2017,673,,,,,,,,,,
Bug,PUP-4846,Closed,7/8/2015,Normal,3/23/2017,624,,,,,,,,,,
Bug,PUP-4845,Closed,7/8/2015,Normal,7/8/2015,0,,,,,,,,,,
Bug,PUP-4827,Closed,7/8/2015,Normal,5/15/2017,677,,,,,,,,,,
Bug,PUP-4826,Closed,7/7/2015,Normal,7/14/2015,7,,,,,,,,,,
Bug,PUP-4825,Closed,7/7/2015,Normal,7/8/2015,1,,,,,,,,,,
Bug,PUP-4824,Closed,7/7/2015,Normal,8/17/2015,41,,,,,,,,,,
Bug,PUP-4822,Closed,7/7/2015,Normal,8/17/2015,41,,,,,,,,,,
Bug,PUP-4820,Closed,7/7/2015,Normal,4/21/2016,289,,,,,,,,,,
Bug,PUP-4816,Closed,7/2/2015,Normal,5/17/2017,685,,,,,,,,,,
Bug,PUP-4814,Closed,7/2/2015,Normal,10/12/2015,102,,,,,,,,,,
Bug,PUP-4811,Closed,7/2/2015,Normal,11/17/2017,869,,,,,,,,,,
Bug,PUP-4809,Closed,7/1/2015,Normal,7/6/2016,371,,,,,,,,,,
Bug,PUP-4797,Closed,6/29/2015,Normal,7/2/2015,3,,,,,,,,,,
Bug,PUP-4796,Closed,6/29/2015,Normal,5/15/2017,686,,,,,,,,,,
Bug,PUP-4813,Closed,6/29/2015,Normal,5/15/2017,686,,,,,,,,,,
Bug,PUP-4848,Closed,6/26/2015,Normal,7/20/2015,24,,,,,,,,,,
Bug,PUP-4790,Closed,6/26/2015,Normal,6/29/2015,3,,,,,,,,,,
Bug,PUP-4789,Closed,6/25/2015,Normal,7/2/2015,7,,,,,,,,,,
Bug,PUP-4787,Closed,6/25/2015,Normal,6/29/2015,4,,,,,,,,,,
Bug,PUP-4784,Closed,6/24/2015,Normal,5/1/2017,677,,,,,,,,,,
Bug,PUP-4777,Closed,6/22/2015,Normal,7/6/2015,14,,,,,,,,,,
Bug,PUP-4776,Closed,6/22/2015,Normal,7/8/2015,16,,,,,,,,,,
Bug,PUP-4771,Closed,6/21/2015,Normal,8/7/2015,47,,,,,,,,,,
Bug,PUP-4770,Closed,6/19/2015,Normal,7/1/2015,12,,,,,,,,,,
Bug,PUP-4766,Closed,6/19/2015,Normal,5/15/2017,696,,,,,,,,,,
Bug,PUP-4763,Closed,6/17/2015,Normal,6/22/2015,5,,,,,,,,,,
Bug,PUP-4759,Closed,6/17/2015,Normal,8/13/2018,1153,,,,,,,,,,
Bug,PUP-4758,Closed,6/16/2015,Normal,6/30/2015,14,,,,,,,,,,
Bug,PUP-4756,Closed,6/15/2015,Normal,6/15/2015,0,,,,,,,,,,
Bug,PUP-4755,Closed,6/15/2015,Normal,9/27/2017,835,,,,,,,,,,
Bug,PUP-4753,Closed,6/12/2015,Normal,6/19/2015,7,,,,,,,,,,
Bug,PUP-4752,Closed,6/12/2015,Normal,7/13/2015,31,,,,,,,,,,
Bug,PUP-4750,Closed,6/12/2015,Normal,2/21/2016,254,,,,,,,,,,
Bug,PUP-4749,Closed,6/12/2015,Normal,6/19/2015,7,,,,,,,,,,
Bug,PUP-4748,Closed,6/11/2015,Normal,2/26/2016,260,,,,,,,,,,
Bug,PUP-4744,Closed,6/11/2015,Normal,1/13/2016,216,,,,,,,,,,
Bug,PUP-4740,Closed,6/10/2015,Normal,10/21/2015,133,,,,,,,,,,
Bug,PUP-4711,Closed,6/8/2015,Normal,5/16/2017,708,,,,,,,,,,
Bug,PUP-4701,Closed,6/5/2015,Normal,6/28/2015,23,,,,,,,,,,
Bug,PUP-4699,Closed,6/4/2015,Normal,6/4/2015,0,,,,,,,,,,
Bug,PUP-4698,Closed,6/4/2015,Normal,6/15/2015,11,,,,,,,,,,
Bug,PUP-4694,Closed,6/3/2015,Normal,6/5/2015,2,,,,,,,,,,
Bug,PUP-4693,Closed,6/3/2015,Normal,6/10/2015,7,,,,,,,,,,
Bug,PUP-4687,Closed,6/3/2015,Normal,10/29/2018,1244,,,,,,,,,,
Bug,PUP-4686,Closed,6/3/2015,Normal,12/6/2016,552,,,,,,,,,,
Bug,PUP-4684,Closed,6/2/2015,Normal,6/4/2018,1098,,,,,,,,,,
Bug,PUP-4676,Closed,6/1/2015,Normal,5/17/2017,716,,,,,,,,,,
Bug,PUP-4675,Closed,6/1/2015,Normal,6/28/2015,27,,,,,,,,,,
Bug,PUP-4668,Closed,5/28/2015,Normal,6/9/2015,12,,,,,,,,,,
Bug,PUP-4666,Closed,5/28/2015,Normal,5/29/2015,1,,,,,,,,,,
Bug,PUP-4665,Closed,5/28/2015,Normal,6/5/2015,8,,,,,,,,,,
Bug,PUP-4663,Closed,5/28/2015,Normal,6/5/2015,8,,,,,,,,,,
Bug,PUP-4662,Closed,5/27/2015,Normal,6/9/2015,13,,,,,,,,,,
Bug,PUP-4659,Closed,5/27/2015,Normal,6/9/2015,13,,,,,,,,,,
Bug,PUP-4653,Closed,5/26/2015,Normal,7/9/2015,44,,,,,,,,,,
Bug,PUP-4652,Closed,5/26/2015,Normal,5/27/2015,1,,,,,,,,,,
Bug,PUP-4648,Closed,5/22/2015,Normal,6/9/2015,18,,,,,,,,,,
Bug,PUP-4645,Closed,5/22/2015,Normal,5/17/2017,726,,,,,,,,,,
Bug,PUP-4644,Closed,5/22/2015,Normal,2/12/2018,997,,,,,,,,,,
Bug,PUP-4640,Closed,5/21/2015,Normal,6/1/2015,11,,,,,,,,,,
Bug,PUP-4637,Closed,5/21/2015,Normal,5/21/2015,0,,,,,,,,,,
Bug,PUP-4633,Closed,5/20/2015,Normal,8/7/2015,79,,,,,,,,,,
Bug,PUP-4632,Closed,5/20/2015,Normal,5/29/2015,9,,,,,,,,,,
Bug,PUP-4629,Closed,5/19/2015,Normal,7/16/2015,58,,,,,,,,,,
Bug,PUP-4628,Closed,5/18/2015,Normal,5/18/2015,0,,,,,,,,,,
Bug,PUP-4630,Closed,5/18/2015,Normal,5/17/2017,730,,,,,,,,,,
Bug,PUP-4627,Closed,5/18/2015,Normal,5/19/2015,1,,,,,,,,,,
Bug,PUP-4626,Closed,5/18/2015,Normal,5/15/2017,728,,,,,,,,,,
Bug,PUP-4618,Closed,5/15/2015,Normal,5/15/2015,0,,,,,,,,,,
Bug,PUP-4615,Closed,5/15/2015,Normal,5/15/2015,0,,,,,,,,,,
Bug,PUP-4614,Closed,5/15/2015,Normal,5/15/2015,0,,,,,,,,,,
Bug,PUP-4611,Closed,5/14/2015,Normal,5/14/2015,0,,,,,,,,,,
Bug,PUP-4610,Closed,5/13/2015,Normal,11/10/2015,181,,,,,,,,,,
Bug,PUP-4607,Closed,5/13/2015,Normal,5/20/2015,7,,,,,,,,,,
Bug,PUP-4602,Closed,5/13/2015,Normal,8/5/2015,84,,,,,,,,,,
Bug,PUP-4562,Closed,5/12/2015,Normal,5/13/2015,1,,,,,,,,,,
Bug,PUP-4556,Closed,5/11/2015,Normal,4/6/2017,696,,,,,,,,,,
Bug,PUP-4552,Closed,5/11/2015,Normal,5/20/2015,9,,,,,,,,,,
Bug,PUP-4551,Closed,5/11/2015,Normal,5/20/2015,9,,,,,,,,,,
Bug,PUP-4549,Closed,5/8/2015,Normal,8/14/2017,829,,,,,,,,,,
Bug,PUP-4547,Closed,5/8/2015,Normal,5/16/2017,739,,,,,,,,,,
Bug,PUP-4546,Closed,5/8/2015,Normal,5/13/2015,5,,,,,,,,,,
Bug,PUP-4545,Closed,5/8/2015,Normal,4/22/2016,350,,,,,,,,,,
Bug,PUP-4544,Closed,5/7/2015,Normal,5/15/2017,739,,,,,,,,,,
Bug,PUP-4542,Closed,5/7/2015,Normal,5/17/2017,741,,,,,,,,,,
Bug,PUP-4540,Closed,5/7/2015,Normal,5/7/2015,0,,,,,,,,,,
Bug,PUP-4539,Closed,5/7/2015,Normal,6/28/2015,52,,,,,,,,,,
Bug,PUP-4538,Closed,5/7/2015,Normal,5/28/2015,21,,,,,,,,,,
Bug,PUP-4537,Closed,5/7/2015,Normal,6/24/2015,48,,,,,,,,,,
Bug,PUP-4530,Closed,5/6/2015,Normal,6/1/2015,26,,,,,,,,,,
Bug,PUP-4528,Closed,5/5/2015,Normal,5/17/2017,743,,,,,,,,,,
Bug,PUP-4526,Closed,5/5/2015,Normal,5/17/2017,743,,,,,,,,,,
Bug,PUP-4525,Closed,5/4/2015,Normal,6/28/2015,55,,,,,,,,,,
Bug,PUP-4519,Closed,5/4/2015,Normal,5/4/2015,0,,,,,,,,,,
Bug,PUP-4516,Closed,5/3/2015,Normal,11/3/2015,184,,,,,,,,,,
Bug,PUP-4511,Closed,5/1/2015,Normal,5/20/2015,19,,,,,,,,,,
Bug,PUP-4508,Closed,4/30/2015,Normal,5/2/2017,733,,,,,,,,,,
Bug,PUP-4503,Closed,4/30/2015,Normal,5/20/2015,20,,,,,,,,,,
Bug,PUP-4502,Closed,4/30/2015,Normal,5/15/2017,746,,,,,,,,,,
Bug,PUP-4501,Closed,4/30/2015,Normal,5/20/2015,20,,,,,,,,,,
Bug,PUP-4500,Closed,4/30/2015,Normal,5/20/2015,20,,,,,,,,,,
Bug,PUP-4499,Closed,4/30/2015,Normal,5/20/2015,20,,,,,,,,,,
Bug,PUP-4498,Closed,4/30/2015,Normal,5/17/2017,748,,,,,,,,,,
Bug,PUP-4497,Closed,4/29/2015,Normal,5/26/2015,27,,,,,,,,,,
Bug,PUP-4495,Closed,4/29/2015,Normal,9/30/2015,154,,,,,,,,,,
Bug,PUP-4491,Closed,4/29/2015,Normal,5/20/2015,21,,,,,,,,,,
Bug,PUP-4484,Closed,4/29/2015,Normal,5/17/2017,749,,,,,,,,,,
Bug,PUP-4480,Closed,4/28/2015,Normal,3/24/2016,331,,,,,,,,,,
Bug,PUP-4467,Closed,4/27/2015,Normal,5/17/2017,751,,,,,,,,,,
Bug,PUP-4465,Closed,4/27/2015,Normal,4/29/2015,2,,,,,,,,,,
Bug,PUP-4464,Closed,4/27/2015,Normal,9/26/2016,518,,,,,,,,,,
Bug,PUP-5466,Closed,4/27/2015,Normal,12/2/2015,219,,,,,,,,,,
Bug,PUP-4463,Closed,4/26/2015,Normal,5/20/2015,24,,,,,,,,,,
Bug,PUP-4462,Closed,4/24/2015,Normal,5/20/2015,26,,,,,,,,,,
Bug,PUP-4460,Closed,4/23/2015,Normal,5/15/2017,753,,,,,,,,,,
Bug,PUP-4436,Closed,4/17/2015,Normal,5/20/2015,33,,,,,,,,,,
Bug,PUP-4434,Closed,4/17/2015,Normal,1/30/2017,654,,,,,,,,,,
Bug,PUP-4431,Closed,4/17/2015,Normal,5/29/2015,42,,,,,,,,,,
Bug,PUP-4428,Closed,4/16/2015,Normal,5/20/2015,34,,,,,,,,,,
Bug,PUP-4427,Closed,4/16/2015,Normal,4/20/2016,370,,,,,,,,,,
Bug,PUP-4426,Closed,4/16/2015,Normal,2/9/2016,299,,,,,,,,,,
Bug,PUP-4424,Closed,4/16/2015,Normal,5/20/2015,34,,,,,,,,,,
Bug,PUP-4420,Closed,4/15/2015,Normal,5/20/2015,35,,,,,,,,,,
Bug,PUP-4415,Closed,4/15/2015,Normal,5/17/2017,763,,,,,,,,,,
Bug,PUP-4414,Closed,4/14/2015,Normal,4/15/2015,1,,,,,,,,,,
Bug,PUP-4413,Closed,4/14/2015,Normal,4/29/2015,15,,,,,,,,,,
Bug,PUP-4409,Closed,4/14/2015,Normal,5/17/2017,764,,,,,,,,,,
Bug,PUP-4408,Closed,4/14/2015,Normal,5/18/2015,34,,,,,,,,,,
Bug,PUP-4407,Closed,4/14/2015,Normal,5/17/2017,764,,,,,,,,,,
Bug,PUP-4405,Closed,4/13/2015,Normal,7/6/2015,84,,,,,,,,,,
Bug,PUP-4404,Closed,4/13/2015,Normal,5/20/2015,37,,,,,,,,,,
Bug,PUP-4400,Closed,4/13/2015,Normal,5/17/2017,765,,,,,,,,,,
Bug,PUP-4398,Closed,4/11/2015,Normal,5/20/2015,39,,,,,,,,,,
Bug,PUP-4396,Closed,4/9/2015,Normal,9/22/2016,532,,,,,,,,,,
Bug,PUP-4394,Closed,4/9/2015,Normal,5/20/2015,41,,,,,,,,,,
