Issue Type,Issue key,Status,Created,Priority,Resolved,Bug age,,,,,,,,,,
Bug,PUP-4192,Accepted,3/12/2015,Normal,,1358,,,,,,,,,,
Bug,PUP-4078,Accepted,3/3/2015,Normal,,1367,,,,,,,,,,
Bug,PUP-4068,Accepted,3/3/2015,Normal,,1368,,,,,,,,,,
Bug,PUP-4042,Accepted,2/25/2015,Normal,,1373,,,,,,,,,,
Bug,PUP-4039,Accepted,2/24/2015,Normal,,1374,,,,,,,,,,
Bug,PUP-4024,Accepted,2/17/2015,Normal,,1382,,,,,,,,,,
Bug,PUP-3916,Accepted,1/27/2015,Normal,,1402,,,,,,,,,,
Bug,PUP-3914,Accepted,1/27/2015,Normal,,1403,,,,,,,,,,
Bug,PUP-3907,Accepted,1/23/2015,Normal,,1406,,,,,,,,,,
Bug,PUP-3849,Accepted,1/14/2015,Normal,,1415,,,,,,,,,,
Bug,PUP-3833,Accepted,1/12/2015,Normal,,1417,,,,,,,,,,
Bug,PUP-3811,Accepted,1/6/2015,Normal,,1424,,,,,,,,,,
Bug,PUP-3765,Accepted,12/15/2014,Normal,,1446,,,,,,,,,,
Bug,PUP-3752,Accepted,12/8/2014,Normal,,1452,,,,,,,,,,
Bug,PUP-3732,Accepted,12/3/2014,Normal,,1457,,,,,,,,,,
Bug,PUP-3705,Accepted,11/26/2014,Normal,,1465,,,,,,,,,,
Bug,PUP-3673,Accepted,11/14/2014,Normal,,1477,,,,,,,,,,
Bug,PUP-3664,Accepted,11/12/2014,Normal,,1479,,,,,,,,,,
Bug,PUP-3652,Accepted,11/10/2014,Normal,,1481,,,,,,,,,,
Bug,PUP-3651,Accepted,11/10/2014,Normal,,1481,,,,,,,,,,
Bug,PUP-3561,Accepted,10/28/2014,Normal,,1493,,,,,,,,,,
Bug,PUP-3557,Accepted,10/28/2014,Normal,,1494,,,,,,,,,,
Bug,PUP-3503,Accepted,10/22/2014,Normal,,1500,,,,,,,,,,
Bug,PUP-3447,Accepted,10/13/2014,Normal,,1509,,,,,,,,,,
Bug,PUP-3381,Accepted,10/2/2014,Normal,,1520,,,,,,,,,,
Bug,PUP-3380,Accepted,10/2/2014,Normal,,1520,,,,,,,,,,
Bug,PUP-5652,Accepted,1/5/2016,Normal,,1059,,,,,,,,,,
Bug,PUP-5714,Accepted,1/14/2016,Normal,,1050,,,,,,,,,,
Bug,PUP-5751,Accepted,1/25/2016,Normal,,1039,,,,,,,,,,
Bug,PUP-5811,Accepted,2/1/2016,Normal,,1032,,,,,,,,,,
Bug,PUP-5800,Accepted,2/1/2016,Normal,,1032,,,,,,,,,,
Bug,PUP-5801,Accepted,2/2/2016,Normal,,1032,,,,,,,,,,
Bug,PUP-5808,Accepted,2/3/2016,Normal,,1031,,,,,,,,,,
Bug,PUP-5821,Accepted,2/4/2016,Normal,,1029,,,,,,,,,,
Bug,PUP-5822,Accepted,2/4/2016,Normal,,1029,,,,,,,,,,
Bug,PUP-5823,Accepted,2/5/2016,Normal,,1029,,,,,,,,,,
Bug,PUP-5880,Accepted,2/11/2016,Normal,,1023,,,,,,,,,,
Bug,PUP-5891,Accepted,2/12/2016,Normal,,1022,,,,,,,,,,
Bug,PUP-5915,Accepted,2/17/2016,Normal,,1017,,,,,,,,,,
Bug,PUP-6001,Accepted,3/3/2016,Normal,,1002,,,,,,,,,,
Bug,PUP-6034,Accepted,3/9/2016,Normal,,995,,,,,,,,,,
Bug,PUP-6045,Accepted,3/11/2016,Normal,,994,,,,,,,,,,
Bug,PUP-6063,Accepted,3/16/2016,Normal,,988,,,,,,,,,,
Bug,PUP-6066,Accepted,3/17/2016,Normal,,988,,,,,,,,,,
Bug,PUP-6087,Accepted,3/23/2016,Normal,,981,,,,,,,,,,
Bug,PUP-6134,Accepted,4/6/2016,Normal,,967,,,,,,,,,,
Bug,PUP-6163,Accepted,4/12/2016,Normal,,962,,,,,,,,,,
Bug,PUP-6185,Accepted,4/18/2016,Normal,,955,,,,,,,,,,
Bug,PUP-6190,Accepted,4/20/2016,Normal,,953,,,,,,,,,,
Bug,PUP-6207,Accepted,4/20/2016,Normal,,953,,,,,,,,,,
Bug,PUP-6222,Accepted,4/22/2016,Normal,,952,,,,,,,,,,
Bug,PUP-8729,Accepted,4/26/2016,Normal,,948,,,,,,,,,,
Bug,PUP-6289,Accepted,5/11/2016,Normal,,933,,,,,,,,,,
Bug,PUP-6330,Accepted,5/20/2016,Normal,,924,,,,,,,,,,
Bug,PUP-6353,Accepted,5/25/2016,Normal,,918,,,,,,,,,,
Bug,PUP-6357,Accepted,5/25/2016,Normal,,918,,,,,,,,,,
Bug,PUP-6399,Accepted,6/9/2016,Normal,,903,,,,,,,,,,
Bug,PUP-6485,Accepted,7/9/2016,Normal,,874,,,,,,,,,,
Bug,PUP-6489,Accepted,7/11/2016,Normal,,871,,,,,,,,,,
Bug,PUP-6529,Accepted,7/21/2016,Normal,,862,,,,,,,,,,
Bug,PUP-6554,Accepted,7/27/2016,Normal,,856,,,,,,,,,,
Bug,PUP-6571,Accepted,8/2/2016,Normal,,850,,,,,,,,,,
Bug,PUP-6572,Accepted,8/2/2016,Normal,,850,,,,,,,,,,
Bug,PUP-6577,Accepted,8/4/2016,Normal,,848,,,,,,,,,,
Bug,PUP-6584,Accepted,8/4/2016,Normal,,847,,,,,,,,,,
Bug,PUP-6591,Accepted,8/8/2016,Normal,,843,,,,,,,,,,
Bug,PUP-6595,Accepted,8/9/2016,Normal,,843,,,,,,,,,,
Bug,PUP-6631,Accepted,8/18/2016,Normal,,834,,,,,,,,,,
Bug,PUP-6648,Accepted,8/24/2016,Normal,,828,,,,,,,,,,
Bug,PUP-6654,Accepted,8/25/2016,Normal,,826,,,,,,,,,,
Bug,PUP-6680,Accepted,9/5/2016,Normal,,815,,,,,,,,,,
Bug,PUP-6704,Accepted,9/14/2016,Normal,,806,,,,,,,,,,
Bug,PUP-6721,Accepted,9/21/2016,Normal,,799,,,,,,,,,,
Bug,PUP-6767,Accepted,9/30/2016,Normal,,790,,,,,,,,,,
Bug,PUP-6770,Accepted,10/4/2016,Normal,,787,,,,,,,,,,
Bug,PUP-6785,Accepted,10/5/2016,Normal,,786,,,,,,,,,,
Bug,PUP-6801,Accepted,10/6/2016,Normal,,784,,,,,,,,,,
Bug,PUP-6804,Accepted,10/8/2016,Normal,,783,,,,,,,,,,
Bug,PUP-6813,Accepted,10/12/2016,Normal,,779,,,,,,,,,,
Bug,PUP-6832,Accepted,10/19/2016,Normal,,772,,,,,,,,,,
Bug,PUP-6855,Accepted,11/1/2016,Normal,,759,,,,,,,,,,
Bug,PUP-6863,Accepted,11/2/2016,Normal,,758,,,,,,,,,,
Bug,PUP-6909,Accepted,11/9/2016,Normal,,750,,,,,,,,,,
Bug,PUP-6916,Accepted,11/14/2016,Normal,,746,,,,,,,,,,
Bug,PUP-6936,Accepted,11/18/2016,Normal,,741,,,,,,,,,,
Bug,PUP-6960,Accepted,11/30/2016,Normal,,729,,,,,,,,,,
Bug,PUP-6968,Accepted,12/2/2016,Normal,,728,,,,,,,,,,
Bug,PUP-6971,Accepted,12/4/2016,Normal,,725,,,,,,,,,,
Bug,PUP-6985,Accepted,12/7/2016,Normal,,722,,,,,,,,,,
Bug,PUP-6990,Accepted,12/8/2016,Normal,,722,,,,,,,,,,
Bug,PUP-7022,Accepted,12/16/2016,Normal,,714,,,,,,,,,,
Bug,PUP-7023,Accepted,12/16/2016,Normal,,714,,,,,,,,,,
Bug,PUP-7040,Accepted,12/21/2016,Normal,,709,,,,,,,,,,
Bug,PUP-7050,Accepted,12/29/2016,Normal,,701,,,,,,,,,,
Bug,PUP-7051,Accepted,12/29/2016,Normal,,701,,,,,,,,,,
Bug,PUP-7092,Accepted,1/11/2017,Normal,,687,,,,,,,,,,
Bug,PUP-7103,Accepted,1/13/2017,Normal,,685,,,,,,,,,,
Bug,PUP-7137,Accepted,1/26/2017,Normal,,672,,,,,,,,,,
Bug,PUP-7244,Accepted,2/10/2017,Normal,,658,,,,,,,,,,
Bug,PUP-7202,Accepted,2/10/2017,Normal,,658,,,,,,,,,,
Bug,PUP-7218,Accepted,2/14/2017,Normal,,654,,,,,,,,,,
Bug,PUP-7228,Accepted,2/16/2017,Normal,,651,,,,,,,,,,
Bug,PUP-7295,Accepted,3/2/2017,Normal,,637,,,,,,,,,,
Bug,PUP-7298,Accepted,3/3/2017,Normal,,637,,,,,,,,,,
Bug,PUP-7311,Accepted,3/7/2017,Normal,,633,,,,,,,,,,
Bug,PUP-7343,Accepted,3/13/2017,Normal,,626,,,,,,,,,,
Bug,PUP-7375,Accepted,3/20/2017,Normal,,620,,,,,,,,,,
Bug,PUP-7408,Accepted,3/29/2017,Normal,,610,,,,,,,,,,
Bug,PUP-8675,Accepted,4/11/2017,Normal,,597,,,,,,,,,,
Bug,PUP-7445,Accepted,4/12/2017,Normal,,597,,,,,,,,,,
Bug,PUP-7446,Accepted,4/12/2017,Normal,,597,,,,,,,,,,
Bug,PUP-7456,Accepted,4/19/2017,Normal,,590,,,,,,,,,,
Bug,PUP-7486,Accepted,4/30/2017,Normal,,578,,,,,,,,,,
Bug,PUP-7493,Accepted,5/3/2017,Normal,,576,,,,,,,,,,
Bug,PUP-7497,Accepted,5/4/2017,Normal,,574,,,,,,,,,,
Bug,PUP-7505,Accepted,5/8/2017,Normal,,570,,,,,,,,,,
Bug,PUP-7506,Accepted,5/9/2017,Normal,,569,,,,,,,,,,
Bug,PUP-7520,Accepted,5/11/2017,Normal,,568,,,,,,,,,,
Bug,PUP-7527,Accepted,5/12/2017,Normal,,566,,,,,,,,,,
Bug,PUP-7559,Accepted,5/17/2017,Normal,,562,,,,,,,,,,
Bug,PUP-7581,Accepted,5/22/2017,Normal,,557,,,,,,,,,,
Bug,PUP-7598,Accepted,5/26/2017,Normal,,553,,,,,,,,,,
Bug,PUP-7629,Accepted,6/7/2017,Normal,,541,,,,,,,,,,
Bug,PUP-7640,Accepted,6/8/2017,Normal,,539,,,,,,,,,,
Bug,PUP-7644,Accepted,6/9/2017,Normal,,539,,,,,,,,,,
Bug,PUP-7663,Accepted,6/14/2017,Normal,,534,,,,,,,,,,
Bug,PUP-7750,Accepted,7/4/2017,Normal,,514,,,,,,,,,,
Bug,PUP-7777,Accepted,7/13/2017,Normal,,504,,,,,,,,,,
Bug,PUP-7785,Accepted,7/18/2017,Normal,,500,,,,,,,,,,
Bug,PUP-7791,Accepted,7/20/2017,Normal,,498,,,,,,,,,,
Bug,PUP-7799,Accepted,7/21/2017,Normal,,496,,,,,,,,,,
Bug,PUP-7808,Accepted,8/1/2017,Normal,,486,,,,,,,,,,
Bug,PUP-7814,Accepted,8/2/2017,Normal,,484,,,,,,,,,,
Bug,PUP-7995,Accepted,8/10/2017,Normal,,476,,,,,,,,,,
Bug,PUP-9076,Accepted,8/17/2017,Normal,,470,,,,,,,,,,
Bug,PUP-7903,Accepted,9/4/2017,Normal,,452,,,,,,,,,,
Bug,PUP-7918,Accepted,9/6/2017,Normal,,450,,,,,,,,,,
Bug,PUP-7939,Accepted,9/11/2017,Normal,,444,,,,,,,,,,
Bug,PUP-8027,Accepted,10/4/2017,Normal,,421,,,,,,,,,,
Bug,PUP-8036,Accepted,10/9/2017,Normal,,416,,,,,,,,,,
Bug,PUP-8059,Accepted,10/16/2017,Normal,,410,,,,,,,,,,
Bug,PUP-8112,Accepted,11/1/2017,Normal,,394,,,,,,,,,,
Bug,PUP-8200,Accepted,11/22/2017,Normal,,373,,,,,,,,,,
Bug,PUP-8213,Accepted,11/28/2017,Normal,,366,,,,,,,,,,
Bug,PUP-8215,Accepted,11/29/2017,Normal,,366,,,,,,,,,,
Bug,PUP-8260,Accepted,12/17/2017,Normal,,347,,,,,,,,,,
Bug,PUP-8289,Accepted,12/21/2017,Normal,,343,,,,,,,,,,
Bug,PUP-8338,Accepted,1/9/2018,Normal,,324,,,,,,,,,,
Bug,PUP-8346,Accepted,1/11/2018,Normal,,322,,,,,,,,,,
Bug,PUP-8355,Accepted,1/15/2018,Normal,,318,,,,,,,,,,
Bug,PUP-8437,Accepted,2/7/2018,Normal,,295,,,,,,,,,,
Bug,PUP-8478,Accepted,2/20/2018,Normal,,282,,,,,,,,,,
Bug,PUP-8499,Accepted,2/28/2018,Normal,,275,,,,,,,,,,
Bug,PUP-8547,Accepted,3/14/2018,Normal,,261,,,,,,,,,,
Bug,PUP-8615,Accepted,3/28/2018,Normal,,247,,,,,,,,,,
Bug,PUP-8650,Accepted,4/9/2018,Normal,,234,,,,,,,,,,
Bug,PUP-8686,Accepted,5/1/2018,Normal,,212,,,,,,,,,,
Bug,PUP-8747,Accepted,5/16/2018,Normal,,197,,,,,,,,,,
Bug,PUP-8887,Accepted,5/24/2018,Normal,,190,,,,,,,,,,
Bug,PUP-8897,Accepted,5/29/2018,Normal,,184,,,,,,,,,,
Bug,PUP-8949,Accepted,6/19/2018,Normal,,164,,,,,,,,,,
Bug,PUP-8956,Accepted,6/24/2018,Normal,,159,,,,,,,,,,
Bug,PUP-8959,Accepted,6/26/2018,Normal,,157,,,,,,,,,,
Bug,PUP-8983,Accepted,7/5/2018,Normal,,148,,,,,,,,,,
Bug,PUP-8986,Accepted,7/6/2018,Normal,,147,,,,,,,,,,
Bug,PUP-9013,Accepted,7/23/2018,Normal,,129,,,,,,,,,,
Bug,PUP-9025,Accepted,7/30/2018,Normal,,123,,,,,,,,,,
Bug,PUP-9043,Accepted,8/6/2018,Normal,,115,,,,,,,,,,
Bug,PUP-9090,Accepted,8/29/2018,Normal,,93,,,,,,,,,,
Bug,PUP-9140,Accepted,9/14/2018,Normal,,77,,,,,,,,,,
Bug,PUP-9148,Accepted,9/17/2018,Normal,,73,,,,,,,,,,
Bug,PUP-9154,Accepted,9/18/2018,Normal,,72,,,,,,,,,,
Bug,PUP-9160,Accepted,9/20/2018,Normal,,70,,,,,,,,,,
Bug,PUP-9172,Accepted,9/24/2018,Normal,,66,,,,,,,,,,
Bug,PUP-9214,Accepted,10/1/2018,Normal,,59,,,,,,,,,,
Bug,PUP-9249,Accepted,10/18/2018,Normal,,42,,,,,,,,,,
Bug,PUP-9264,Accepted,10/24/2018,Normal,,36,,,,,,,,,,
Bug,PUP-9272,Accepted,10/27/2018,Normal,,34,,,,,,,,,,
Bug,PUP-9299,Accepted,11/1/2018,Normal,,28,,,,,,,,,,
Bug,PUP-9314,Accepted,11/15/2018,Normal,,15,,,,,,,,,,
Bug,PUP-9315,Accepted,11/15/2018,Normal,,15,,,,,,,,,,
Bug,PUP-202,Closed,7/31/2013,Normal,1/15/2014,168,,,,,,,,,,
Bug,PUP-207,Closed,8/2/2013,Normal,4/7/2014,248,,,,,,,,,,
Bug,PUP-229,Closed,8/14/2013,Normal,8/19/2014,370,,,,,,,,,,
Bug,PUP-243,Closed,8/14/2013,Normal,2/27/2014,197,,,,,,,,,,
Bug,PUP-266,Closed,8/26/2013,Normal,7/12/2018,1781,,,,,,,,,,
Bug,PUP-310,Closed,9/11/2013,Normal,12/20/2013,100,,,,,,,,,,
Bug,PUP-318,Closed,9/11/2013,Normal,12/20/2013,100,,,,,,,,,,
Bug,PUP-319,Closed,9/11/2013,Normal,9/25/2013,14,,,,,,,,,,
Bug,PUP-335,Closed,9/12/2013,Normal,6/25/2014,286,,,,,,,,,,
Bug,PUP-340,Closed,9/13/2013,Normal,9/23/2013,10,,,,,,,,,,
Bug,PUP-388,Closed,9/18/2013,Normal,10/21/2013,33,,,,,,,,,,
Bug,PUP-398,Closed,9/19/2013,Normal,8/4/2014,319,,,,,,,,,,
Bug,PUP-399,Closed,9/19/2013,Normal,5/15/2017,1334,,,,,,,,,,
Bug,PUP-400,Closed,9/19/2013,Normal,5/20/2015,608,,,,,,,,,,
Bug,PUP-403,Closed,9/20/2013,Normal,10/14/2013,24,,,,,,,,,,
Bug,PUP-411,Closed,9/24/2013,Normal,12/4/2013,71,,,,,,,,,,
Bug,PUP-432,Closed,9/26/2013,Normal,10/2/2013,6,,,,,,,,,,
Bug,PUP-434,Closed,9/26/2013,Normal,11/15/2013,50,,,,,,,,,,
Bug,PUP-436,Closed,9/30/2013,Normal,10/31/2016,1127,,,,,,,,,,
Bug,PUP-438,Closed,9/30/2013,Normal,10/31/2016,1127,,,,,,,,,,
Bug,PUP-442,Closed,10/1/2013,Normal,10/29/2013,28,,,,,,,,,,
Bug,PUP-446,Closed,10/1/2013,Normal,10/29/2013,28,,,,,,,,,,
Bug,PUP-447,Closed,10/1/2013,Normal,10/29/2013,28,,,,,,,,,,
Bug,PUP-450,Closed,10/1/2013,Normal,10/29/2013,28,,,,,,,,,,
Bug,PUP-451,Closed,10/1/2013,Normal,10/28/2013,27,,,,,,,,,,
Bug,PUP-490,Closed,10/2/2013,Normal,12/16/2013,75,,,,,,,,,,
Bug,PUP-508,Closed,10/2/2013,Normal,12/11/2013,70,,,,,,,,,,
Bug,PUP-526,Closed,10/4/2013,Normal,1/23/2015,476,,,,,,,,,,
Bug,PUP-527,Closed,10/4/2013,Normal,3/13/2014,160,,,,,,,,,,
Bug,PUP-528,Closed,10/4/2013,Normal,2/26/2014,145,,,,,,,,,,
Bug,PUP-530,Closed,10/7/2013,Normal,3/19/2014,163,,,,,,,,,,
Bug,PUP-538,Closed,10/9/2013,Normal,10/30/2013,21,,,,,,,,,,
Bug,PUP-545,Closed,10/10/2013,Normal,2/14/2014,127,,,,,,,,,,
Bug,PUP-549,Closed,10/10/2013,Normal,4/29/2015,566,,,,,,,,,,
Bug,PUP-568,Closed,10/16/2013,Normal,11/20/2013,35,,,,,,,,,,
Bug,PUP-569,Closed,10/16/2013,Normal,10/23/2013,7,,,,,,,,,,
Bug,PUP-570,Closed,10/16/2013,Normal,10/18/2013,2,,,,,,,,,,
Bug,PUP-571,Closed,10/16/2013,Normal,10/21/2013,5,,,,,,,,,,
Bug,PUP-576,Closed,10/16/2013,Normal,2/3/2014,110,,,,,,,,,,
Bug,PUP-580,Closed,10/23/2013,Normal,11/7/2013,15,,,,,,,,,,
Bug,PUP-585,Closed,10/23/2013,Normal,5/20/2015,574,,,,,,,,,,
Bug,PUP-592,Closed,10/28/2013,Normal,2/27/2014,122,,,,,,,,,,
Bug,PUP-633,Closed,10/29/2013,Normal,3/13/2014,135,,,,,,,,,,
Bug,PUP-643,Closed,10/31/2013,Normal,10/14/2014,348,,,,,,,,,,
Bug,PUP-659,Closed,11/4/2013,Normal,12/22/2014,413,,,,,,,,,,
Bug,PUP-661,Closed,11/5/2013,Normal,7/3/2018,1701,,,,,,,,,,
Bug,PUP-682,Closed,11/6/2013,Normal,9/13/2016,1042,,,,,,,,,,
Bug,PUP-683,Closed,11/6/2013,Normal,10/31/2016,1090,,,,,,,,,,
Bug,PUP-704,Closed,11/7/2013,Normal,8/7/2015,638,,,,,,,,,,
Bug,PUP-723,Closed,11/12/2013,Normal,3/15/2018,1584,,,,,,,,,,
Bug,PUP-724,Closed,11/12/2013,Normal,1/7/2014,56,,,,,,,,,,
Bug,PUP-731,Closed,11/13/2013,Normal,9/13/2016,1035,,,,,,,,,,
Bug,PUP-734,Closed,11/13/2013,Normal,11/18/2013,5,,,,,,,,,,
Bug,PUP-735,Closed,11/13/2013,Normal,5/20/2015,553,,,,,,,,,,
Bug,PUP-736,Closed,11/13/2013,Normal,2/19/2014,98,,,,,,,,,,
Bug,PUP-738,Closed,11/13/2013,Normal,3/3/2014,110,,,,,,,,,,
Bug,PUP-745,Closed,11/13/2013,Normal,5/16/2017,1280,,,,,,,,,,
Bug,PUP-748,Closed,11/14/2013,Normal,3/27/2014,133,,,,,,,,,,
Bug,PUP-759,Closed,11/14/2013,Normal,1/27/2014,74,,,,,,,,,,
Bug,PUP-763,Closed,11/15/2013,Normal,11/15/2013,0,,,,,,,,,,
Bug,PUP-765,Closed,11/15/2013,Normal,11/22/2013,7,,,,,,,,,,
Bug,PUP-766,Closed,11/15/2013,Normal,11/20/2013,5,,,,,,,,,,
Bug,PUP-798,Closed,11/20/2013,Normal,1/2/2014,43,,,,,,,,,,
Bug,PUP-800,Closed,11/20/2013,Normal,1/8/2014,49,,,,,,,,,,
Bug,PUP-876,Closed,11/22/2013,Normal,3/14/2014,112,,,,,,,,,,
Bug,PUP-893,Closed,11/26/2013,Normal,11/1/2017,1436,,,,,,,,,,
Bug,PUP-894,Closed,11/26/2013,Normal,9/15/2014,293,,,,,,,,,,
Bug,PUP-899,Closed,11/27/2013,Normal,1/13/2014,47,,,,,,,,,,
Bug,PUP-900,Closed,11/27/2013,Normal,9/17/2014,294,,,,,,,,,,
Bug,PUP-910,Closed,12/1/2013,Normal,2/26/2014,87,,,,,,,,,,
Bug,PUP-912,Closed,12/2/2013,Normal,9/13/2016,1016,,,,,,,,,,
Bug,PUP-913,Closed,12/2/2013,Normal,12/9/2013,7,,,,,,,,,,
Bug,PUP-914,Closed,12/3/2013,Normal,3/26/2015,478,,,,,,,,,,
Bug,PUP-922,Closed,12/3/2013,Normal,2/20/2014,79,,,,,,,,,,
Bug,PUP-928,Closed,12/3/2013,Normal,12/4/2013,1,,,,,,,,,,
Bug,PUP-932,Closed,12/4/2013,Normal,12/9/2013,5,,,,,,,,,,
Bug,PUP-933,Closed,12/4/2013,Normal,12/23/2014,384,,,,,,,,,,
Bug,PUP-939,Closed,12/5/2013,Normal,12/23/2013,18,,,,,,,,,,
Bug,PUP-943,Closed,12/5/2013,Normal,12/9/2013,4,,,,,,,,,,
Bug,PUP-954,Closed,12/6/2013,Normal,12/16/2013,10,,,,,,,,,,
Bug,PUP-957,Closed,12/7/2013,Normal,5/12/2014,156,,,,,,,,,,
Bug,PUP-978,Closed,12/9/2013,Normal,1/9/2017,1127,,,,,,,,,,
Bug,PUP-979,Closed,12/9/2013,Normal,3/13/2014,94,,,,,,,,,,
Bug,PUP-982,Closed,12/10/2013,Normal,12/10/2013,0,,,,,,,,,,
Bug,PUP-989,Closed,12/10/2013,Normal,2/27/2014,79,,,,,,,,,,
Bug,PUP-992,Closed,12/11/2013,Normal,12/16/2013,5,,,,,,,,,,
Bug,PUP-993,Closed,12/11/2013,Normal,1/11/2014,31,,,,,,,,,,
Bug,PUP-994,Closed,12/11/2013,Normal,12/16/2013,5,,,,,,,,,,
Bug,PUP-996,Closed,12/11/2013,Normal,5/15/2017,1251,,,,,,,,,,
Bug,PUP-1015,Closed,12/12/2013,Normal,1/7/2014,26,,,,,,,,,,
Bug,PUP-1029,Closed,12/15/2013,Normal,2/14/2014,61,,,,,,,,,,
Bug,PUP-1030,Closed,12/16/2013,Normal,11/11/2014,330,,,,,,,,,,
Bug,PUP-1032,Closed,12/16/2013,Normal,10/9/2014,297,,,,,,,,,,
Bug,PUP-1033,Closed,12/16/2013,Normal,10/31/2016,1050,,,,,,,,,,
Bug,PUP-1035,Closed,12/16/2013,Normal,12/18/2014,367,,,,,,,,,,
Bug,PUP-1037,Closed,12/16/2013,Normal,10/2/2014,290,,,,,,,,,,
Bug,PUP-1038,Closed,12/16/2013,Normal,2/12/2014,58,,,,,,,,,,
Bug,PUP-1041,Closed,12/16/2013,Normal,4/12/2014,117,,,,,,,,,,
Bug,PUP-1045,Closed,12/16/2013,Normal,10/31/2016,1050,,,,,,,,,,
Bug,PUP-1051,Closed,12/16/2013,Normal,1/13/2014,28,,,,,,,,,,
Bug,PUP-1056,Closed,12/16/2013,Normal,10/31/2016,1050,,,,,,,,,,
Bug,PUP-1058,Closed,12/16/2013,Normal,1/13/2014,28,,,,,,,,,,
Bug,PUP-1064,Closed,12/16/2013,Normal,2/5/2014,51,,,,,,,,,,
Bug,PUP-1068,Closed,12/16/2013,Normal,1/9/2014,24,,,,,,,,,,
Bug,PUP-1070,Closed,12/16/2013,Normal,6/5/2014,171,,,,,,,,,,
Bug,PUP-1073,Closed,12/16/2013,Normal,2/17/2015,428,,,,,,,,,,
Bug,PUP-1085,Closed,12/16/2013,Normal,2/25/2015,436,,,,,,,,,,
Bug,PUP-1086,Closed,12/16/2013,Normal,10/31/2016,1050,,,,,,,,,,
Bug,PUP-1091,Closed,12/16/2013,Normal,10/31/2016,1050,,,,,,,,,,
Bug,PUP-1092,Closed,12/16/2013,Normal,4/17/2014,122,,,,,,,,,,
Bug,PUP-1093,Closed,12/16/2013,Normal,10/31/2016,1050,,,,,,,,,,
Bug,PUP-1094,Closed,12/16/2013,Normal,10/31/2016,1050,,,,,,,,,,
Bug,PUP-1099,Closed,12/16/2013,Normal,1/7/2014,22,,,,,,,,,,
Bug,PUP-1100,Closed,12/16/2013,Normal,7/9/2014,205,,,,,,,,,,
Bug,PUP-1101,Closed,12/16/2013,Normal,1/2/2014,17,,,,,,,,,,
Bug,PUP-1104,Closed,12/16/2013,Normal,10/31/2016,1050,,,,,,,,,,
Bug,PUP-1106,Closed,12/16/2013,Normal,11/20/2014,339,,,,,,,,,,
Bug,PUP-1108,Closed,12/16/2013,Normal,10/31/2016,1050,,,,,,,,,,
Bug,PUP-1111,Closed,12/16/2013,Normal,10/31/2016,1050,,,,,,,,,,
Bug,PUP-1114,Closed,12/16/2013,Normal,4/22/2014,127,,,,,,,,,,
Bug,PUP-1124,Closed,12/17/2013,Normal,5/15/2017,1245,,,,,,,,,,
Bug,PUP-1127,Closed,12/17/2013,Normal,3/14/2015,452,,,,,,,,,,
Bug,PUP-1128,Closed,12/17/2013,Normal,1/11/2014,25,,,,,,,,,,
Bug,PUP-1129,Closed,12/17/2013,Normal,5/13/2014,147,,,,,,,,,,
Bug,PUP-1130,Closed,12/17/2013,Normal,11/24/2014,342,,,,,,,,,,
Bug,PUP-1131,Closed,12/17/2013,Normal,7/11/2016,937,,,,,,,,,,
Bug,PUP-1134,Closed,12/17/2013,Normal,7/7/2016,933,,,,,,,,,,
Bug,PUP-1135,Closed,12/17/2013,Normal,5/21/2014,155,,,,,,,,,,
Bug,PUP-1139,Closed,12/17/2013,Normal,10/31/2016,1049,,,,,,,,,,
Bug,PUP-1143,Closed,12/17/2013,Normal,5/15/2017,1245,,,,,,,,,,
Bug,PUP-1148,Closed,12/17/2013,Normal,5/15/2017,1245,,,,,,,,,,
Bug,PUP-1150,Closed,12/17/2013,Normal,1/27/2014,41,,,,,,,,,,
Bug,PUP-1158,Closed,12/18/2013,Normal,2/14/2014,58,,,,,,,,,,
Bug,PUP-1159,Closed,12/18/2013,Normal,5/15/2017,1244,,,,,,,,,,
Bug,PUP-1161,Closed,12/18/2013,Normal,10/31/2016,1048,,,,,,,,,,
Bug,PUP-1162,Closed,12/18/2013,Normal,5/15/2017,1244,,,,,,,,,,
Bug,PUP-5027,Closed,12/18/2013,Normal,1/31/2017,1140,,,,,,,,,,
Bug,PUP-1164,Closed,12/18/2013,Normal,10/31/2016,1048,,,,,,,,,,
Bug,PUP-1165,Closed,12/18/2013,Normal,10/13/2014,299,,,,,,,,,,
Bug,PUP-1167,Closed,12/18/2013,Normal,9/2/2014,258,,,,,,,,,,
Bug,PUP-1168,Closed,12/18/2013,Normal,10/31/2016,1048,,,,,,,,,,
Bug,PUP-1170,Closed,12/18/2013,Normal,10/31/2016,1048,,,,,,,,,,
Bug,PUP-1172,Closed,12/18/2013,Normal,12/18/2013,0,,,,,,,,,,
Bug,PUP-1173,Closed,12/18/2013,Normal,1/11/2014,24,,,,,,,,,,
Bug,PUP-1175,Closed,12/18/2013,Normal,10/31/2016,1048,,,,,,,,,,
Bug,PUP-1176,Closed,12/18/2013,Normal,1/2/2014,15,,,,,,,,,,
Bug,PUP-7561,Closed,12/18/2013,Normal,7/18/2018,1673,,,,,,,,,,
Bug,PUP-1177,Closed,12/18/2013,Normal,7/9/2014,203,,,,,,,,,,
Bug,PUP-1178,Closed,12/18/2013,Normal,1/3/2014,16,,,,,,,,,,
